embodiment_diversity,policy,success,utility,representation_error,contact_failure,latency_miss,safety_violation,morphology_loss,bottleneck_share,exception_severity,monotonic_scale_gain,scale_saturation,intervention_recovery,data_efficiency,regime_mismatch,weight
e00,contact_instrumented,0.645077773657631,0.4291823335761473,0.28069710001685366,0.1213641174481337,0.22040527237209623,0.22356012937430675,0.2714151776799315,0.6106237992926451,0.2681243154122794,0.09805523720805581,0.22106531833311646,0.24751325006623248,0.31987335260958144,0.3736759163897957,6794772480
e00,data_scaled_foundation,0.501764944320631,0.12799466009071978,0.2673553907654983,0.3160006499437084,0.26474099371975135,0.276877670432474,0.324657727559162,0.6106237992926451,0.49397007300971063,0.029224854004512683,0.3785112433241525,0.02865641633619062,0.3060592123973533,0.5842528383482392,6794772480
e00,embodiment_diverse_scaling,0.5657250651297299,0.2605794878976763,0.2714797586179282,0.29685776186046836,0.2518950863484052,0.26143025026118205,0.21085366426829558,0.6106237992926451,0.39992352724501823,0.058818807245345515,0.3115069809839066,0.12548821807643237,0.31804580485058764,0.4915534333044994,6794772480
e00,latency_safety_guarded,0.7075875814965741,0.5650738645308094,0.27675117393321913,0.26405824730781924,0.10188293475709992,0.07097983553949833,0.28194841709602,0.6106237992926451,0.20424991224135125,0.12273637761689311,0.16390980980351863,0.32536513589267924,0.326783931648812,0.29455363534042917,6794772480
e00,oracle_bottleneck_router,0.9980782174366466,1.0,0.2236148611250408,0.02115792447193871,0.01048837571926655,0.0,0.022361537314209312,0.6106237992926451,0.0,0.20181130666668126,0.0,0.6861510028677347,0.3849904997333294,0.0,6794772480
e00,regime_aware_router,0.8763204814669564,0.8697895544986974,0.24595088917742997,0.118645810676887,0.09436506796443343,0.0601210563187931,0.1257383088237106,0.6106237992926451,0.09677167140051293,0.1711475623662906,0.05733873473823336,0.545861187433714,0.36030323836237643,0.12255010961327849,6794772480
e00,scale_only_foundation,0.4927176410935629,0.10182034547835553,0.27883490011862866,0.3201233630089114,0.2657783997415446,0.28085832556653784,0.3324237886989382,0.6106237992926451,0.5636315167534477,0.022151576087319307,0.39433690071347166,0.02168134220737769,0.3015177539811361,0.5941607527219281,6794772480
e01,contact_instrumented,0.6593672788753702,0.4580221560815024,0.2678153121692587,0.1205423815137597,0.22036254729152274,0.22345824449446625,0.22586314042266573,0.5872244581757365,0.2560439536946832,0.1014101555431605,0.209377317294521,0.24085139971724806,0.33552709542357706,0.3568407682948515,6794772480
e01,data_scaled_foundation,0.5177783305227656,0.16059884436013397,0.25573903905963463,0.31519076100464644,0.2646421993626308,0.2766638839394443,0.27548469211281074,0.5872244581757365,0.4751819156982344,0.03327274848029572,0.3631320731737525,0.027252455869175872,0.3147838646144006,0.5620316420249203,6794772480
e01,embodiment_diverse_scaling,0.5841124970406147,0.29756633898429785,0.24808476198898677,0.2953971052438648,0.25184524913189454,0.261301362695834,0.15484617396720785,0.5872244581757365,0.38971684375693294,0.06027527680397487,0.30281540462247863,0.11451962118353246,0.3467190669368611,0.479008775442754,6794772480
