latency,policy,success,utility,representation_error,contact_failure,latency_miss,safety_violation,morphology_loss,bottleneck_share,exception_severity,monotonic_scale_gain,scale_saturation,intervention_recovery,data_efficiency,regime_mismatch,weight
l01,latency_safety_guarded,0.7210413394352406,0.5921546401657597,0.26513585768741565,0.2633189327748905,0.10106994086863184,0.07089085702202756,0.2394883402766692,0.5873802860077569,0.19244381507226,0.12657475419604286,0.152219423398039,0.3190618845640028,0.33982691513858243,0.27752858226787414,6794772480
l01,oracle_bottleneck_router,0.9989494973411004,1.0,0.20565780608503265,0.02008050116953891,0.009958647007218255,0.0,0.007979676792281004,0.5873802860077569,0.0,0.20181130666668126,0.0,0.6629074895828774,0.4291422568533296,0.0,6794772480
l01,regime_aware_router,0.885179558403463,0.8879558431342215,0.2300297867941971,0.11767873993696927,0.09335439489658524,0.06008105685937948,0.09486977902572169,0.5873802860077569,0.09459280900623329,0.17130376420423912,0.055822904153910294,0.5253530447453789,0.39087896882152123,0.11979112982288091,6794772480
l01,scale_only_foundation,0.5081434399876756,0.13374894178838706,0.26869417893348607,0.31935989870739967,0.2639150773441402,0.2805717694773053,0.286304641467033,0.5873802860077569,0.5421698032241601,0.026362065625432998,0.3787351108042398,0.020751601675982306,0.30877232572107743,0.5715369379076386,6794772480
l02,contact_instrumented,0.647216075119358,0.4321589385236926,0.27036231198539723,0.12076432287520245,0.26765105706905296,0.22358364572352252,0.22894489972978005,0.6194734662459632,0.2731415214802946,0.09659365014663013,0.22592183378880004,0.24941155283066602,0.33207387317695897,0.38066786599657915,6794772480
l02,data_scaled_foundation,0.501825063169838,0.12595995872733234,0.25886708888293036,0.31553568376929897,0.32162054053456335,0.2769459520014379,0.2786813981540856,0.6194734662459632,0.5013410794718862,0.02759590819747258,0.3845447701223008,0.028876897365375985,0.31090753213545513,0.5929706881494484,6794772480
l02,embodiment_diverse_scaling,0.5684469156500503,0.2637896400165147,0.2517524213339475,0.29574689162534323,0.3069558272892802,0.26153538035983,0.16041430237022847,0.6194734662459632,0.4129618604515988,0.05475395651103011,0.3226098495021919,0.1184584964166306,0.3419295114602113,0.5075783619214389,6794772480
l02,latency_safety_guarded,0.719494448534626,0.5890051125972771,0.265587370517257,0.26336014195998864,0.12246025220061604,0.07091638843251312,0.2395109159181644,0.6194734662459632,0.1963576487403398,0.12677273076265072,0.15608783340622528,0.3455393912597732,0.3391899434138784,0.2831724926409058,6794772480
l02,oracle_bottleneck_router,0.9993679906141744,1.0,0.20565780608503265,0.02008050116953891,0.012834820376798747,0.0,0.007979676792281004,0.6194734662459632,0.0,0.20181130666668126,0.0,0.6950006698210659,0.4291422568533296,0.0,6794772480
l02,regime_aware_router,0.8842302576583853,0.8860666005830433,0.23033600124835982,0.11771347814370779,0.11385239000390886,0.06011039096761856,0.09488508974843086,0.6194734662459632,0.09761565668766531,0.17108472209135192,0.05792802368669762,0.5536512749855246,0.39044697678031265,0.12361881049990081,6794772480
l02,scale_only_foundation,0.49241583962180696,0.09889615614601639,0.271193175573086,0.31972384098894885,0.3235049239782899,0.280953552668487,0.28642959129901246,0.6194734662459632,0.5718027049054316,0.02054856826967728,0.400277080361864,0.02203532888551007,0.3052468662117595,0.6027743959026363,6794772480
